,ja_intro,en_categories,title,language,link
10,"パーンドゥ（梵: पाण्‍डु, Pāṇḍu）は、インドの叙事詩『マハーバーラタ』の登場人物である。クル国の王ヴィチトラヴィーリヤの寡婦アムバーリカーと聖仙ヴィヤーサの子。異母兄弟にドリタラーシュトラとヴィドゥラがいる。クンティーとの間にユディシュティラ、ビーマ、アルジュナを、マードリーとの間にナクラ、サハデーヴァをもうけた。パーンドゥは「青白い」の意味である。兄ドリタラーシュトラが盲目であったため、パーンドゥが代わりに王位を継いだが、後に世俗を捨て森に隠遁したため兄ドリタラーシュトラが王となった。",Category:All Wikipedia articles written in Indian English|Category:Articles containing Sanskrit-language text|Category:Articles with short description|Category:Characters in the Mahabharata|Category:Commons category link from Wikidata|Category:Mythological kings of Kuru|Category:Short description is different from Wikidata|Category:Use Indian English from January 2016|Category:Use dmy dates from January 2016,Pandu,ja,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%BC%E3%83%B3%E3%83%89%E3%82%A5
11,"ラーヴァナ または ラーワナ（梵: रावण, Rāvaṇa）は、インド神話におけるラークシャサ（羅刹）の王である。叙事詩『ラーマーヤナ』に登場し、ランカー島（セイロン島）を本拠地としてラークシャサ族を治めた。10の頭、20の腕と銅色の目、月のように輝く歯と山のような巨体を持つ。ラークシャサ族のスマーリンの娘カイカシーとヴィシュラヴァスとの息子で、クンバカルナ、ヴィビーシャナ、シュールパナカーと兄弟。また富と財宝の神クベーラ神とは異母兄弟にあたる。アスラ族の1つダーナヴァの王であるマヤの娘マンドーダリーを妃とし、インドラジット（メーガナーダ）をもうけた。ラーヴァナはかつて傲慢さゆえにランカー島を追われたラークシャサ族の再興を期して、千年のあいだ苦行に励んだ。それは10ある頭を1つずつ切り落として火にくべるという荒行で、最後の1つを切ろうとしたとき、ブラフマー神に認められ、「神仏に負けない」という絶大な特権を得た。またシヴァの住むカイラス山を揺らして罰せられたラーヴァナは、シヴァに許された際チャンドラハース（月の刃）という剣を貰う。そして、当時ランカーを治めていたクベーラ神と戦って、空を飛翔する戦車プシュパカ・ラタを奪取し、たがいの父であるヴィシュヴェーシュヴァラの仲裁によって、クヴェーラ神はカイラス山に退き、ラーヴァナはランカーを得た。その後ラーヴァナは征服戦争に乗り出す。カールタヴィーリヤ・アルジュナとの戦いでは大敗したが、キシュキンダーでは猿王ヴァーリンと同盟を結び、アヨーディヤーを荒廃させ、冥府に攻め入ってヤマ神の軍勢と戦う。また神々に対しても戦いを挑み、息子メーガナーダはインドラ神に勝利する。これらの戦いによってラーヴァナは、多くの王や聖仙、半神たちから人妻や娘を奪ってランカーに連れ去った。こうした行為によって、神々はヴィシュヌ神に助けを仰ぎ、ヴィシュヌ神はアヨーディヤーの王子ラーマとして転生し、ラーヴァナを討つことを約束したという。後にラーマによって同族が殺されたことに怒り、ダンダカの森でラーマの妃シーターを奪うが、これをきっかけに猿軍を率いるラーマとのあいだに大戦争が勃発する。",Category:All Wikipedia articles written in Indian English|Category:All articles with incomplete citations|Category:All articles with unsourced statements|Category:Articles having different image on Wikidata and Wikipedia|Category:Articles with incomplete citations from July 2022|Category:Articles with short description|Category:Articles with unsourced statements from February 2022|Category:Brahmins|Category:CS1: long volume value|Category:CS1: unfit URL|Category:CS1 Hindi-language sources (hi)|Category:Characters in the Ramayana|Category:Commons category link is on Wikidata|Category:Danavas|Category:Demons in Hinduism|Category:Evil gods|Category:Hindu gods|Category:Legendary creatures with supernumerary body parts|Category:Legendary monarchs|Category:Rakshasa in the Ramayana|Category:Salakapurusa|Category:Short description is different from Wikidata|Category:Use Indian English from July 2013|Category:Use dmy dates from November 2020|Category:Wikipedia articles needing page number citations from July 2020,Ravana,ja,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%BC%E3%83%B4%E3%82%A1%E3%83%8A
12,亡霊（ぼうれい）は、亡き者の霊。死者の魂。　→霊、魂死者の魂がこの世に現れたもの（幽霊）。亡魂とも。→幽霊、死霊（比喩的に）今は亡びた過去の存在のはずだが、それがよみがえってきたのではないかと恐れられているもの。例えば、「ファシズムの亡霊」「ナチスの亡霊」 「軍国主義の亡霊」といった表現。,Category:Afterlife|Category:All Wikipedia articles needing context|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:Articles containing Arabic-language text|Category:Articles containing Bengali-language text|Category:Articles containing Gujarati-language text|Category:Articles containing Hebrew-language text|Category:Articles containing Hindi-language text|Category:Articles containing Japanese-language text|Category:Articles containing Latin-language text|Category:Articles containing Low German-language text|Category:Articles containing Odia-language text|Category:Articles containing Old High German (ca. 750-1050)-language text|Category:Articles containing Sanskrit-language text|Category:Articles containing Standard Tibetan-language text|Category:Articles containing Urdu-language text|Category:Articles with dead external links from May 2020|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Articles with unsourced statements from February 2020|Category:Commons category link is on Wikidata|Category:Ghosts|Category:Paranormal terminology|Category:Short description is different from Wikidata|Category:Webarchive template archiveis links|Category:Webarchive template wayback links|Category:Wikipedia articles needing context from July 2019|Category:Wikipedia indefinitely semi-protected pages,ghost,ja,https://ja.wikipedia.org/wiki/%E4%BA%A1%E9%9C%8A
13,フランシスコ（羅: Franciscus、伊: Francesco、1936年12月17日 - ）は、第266代ローマ教皇（在位: 2013年3月13日 - ）。就任は3月19日であり、この日にサン・ピエトロ広場において就任ミサを執り行った。史上初のイエズス会出身のローマ教皇である。,Category:1936 births|Category:20th-century Roman Catholic archbishops in Argentina|Category:21st-century Jesuits|Category:21st-century Roman Catholic archbishops in Argentina|Category:21st-century popes|Category:All articles containing potentially dated statements|Category:All articles covered by WikiProject Wikify|Category:All articles needing references cleanup|Category:Anti–death penalty activists|Category:Argentina–Holy See relations|Category:Argentine Jesuits|Category:Argentine anti-poverty advocates|Category:Argentine cardinals|Category:Argentine emigrants to Italy|Category:Argentine people of Italian descent|Category:Argentine popes|Category:Argentine wheelchair users|Category:Articles containing Italian-language text|Category:Articles containing Latin-language text|Category:Articles containing Spanish-language text|Category:Articles containing potentially dated statements from April 2014|Category:Articles containing video clips|Category:Articles covered by WikiProject Wikify from January 2025|Category:Articles with Italian-language sources (it)|Category:Articles with short description|Category:CS1: unfit URL|Category:CS1 European Portuguese-language sources (pt-pt)|Category:CS1 German-language sources (de)|Category:CS1 Italian-language sources (it)|Category:CS1 Maltese-language sources (mt)|Category:CS1 Portuguese-language sources (pt)|Category:CS1 Spanish-language sources (es)|Category:Cardinals created by Pope John Paul II|Category:Christian humanists|Category:Clergy from Buenos Aires|Category:Janitors|Category:Jesuit cardinals|Category:Jesuit popes|Category:Jesuit provincial superiors|Category:Jesuit theologians|Category:Living people|Category:Pages using S-rel template with ca parameter|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages using ordination template and denomination parameter|Category:Pages with Italian IPA|Category:Pages with Spanish IPA|Category:Pages with template ordination embedded|Category:Papal names|Category:People appearing on C-SPAN|Category:People of Piedmontese descent|Category:Pope Francis|Category:Popes|Category:Presidential Medal of Freedom recipients|Category:Roman Catholic archbishops of Buenos Aires|Category:Roman Catholic bishops of Buenos Aires|Category:Short description is different from Wikidata|Category:Technicians|Category:Time Person of the Year|Category:Use Oxford spelling from March 2024|Category:Use dmy dates from March 2024|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Wikipedia references cleanup from January 2025,Pope Francis,ja,https://ja.wikipedia.org/wiki/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B7%E3%82%B9%E3%82%B3_(%E3%83%AD%E3%83%BC%E3%83%9E%E6%95%99%E7%9A%87)
14,マムター・バナルジー（英語: Mamata Banerjee、1955年1月5日 - ）は、インドの政治家、第8代西ベンガル州首相。1998年から全インド草の根会議派の党首を務める。ディディという愛称で呼ばれることがある（ヒンディー語とベンガル語で「姉」を意味する）。 鉄道大臣、石炭大臣、鉱業大臣などを歴任した。2012年には、「タイム」誌の世界で最も影響力のある100人に選ばれている。,Category:1955 births|Category:20th-century Indian women politicians|Category:21st-century Indian women artists|Category:21st-century Indian women politicians|Category:All Wikipedia articles written in Indian English|Category:All articles with dead external links|Category:All articles with unsourced statements|Category:All pages needing factual verification|Category:Articles with dead external links from October 2024|Category:Articles with hAudio microformats|Category:Articles with short description|Category:Articles with unsourced statements from February 2025|Category:Articles with unsourced statements from November 2024|Category:Bengali Hindus|Category:CS1 Bengali-language sources (bn)|Category:Chief ministers of West Bengal|Category:Coal ministers of India|Category:Hindu poets|Category:India MPs 1984–1989|Category:India MPs 1991–1996|Category:India MPs 1996–1997|Category:India MPs 1998–1999|Category:India MPs 1999–2004|Category:India MPs 2004–2009|Category:India MPs 2009–2014|Category:Indian National Congress politicians from West Bengal|Category:Indian anti-communists|Category:Indian political party founders|Category:Indian women painters|Category:Jogamaya Devi College alumni|Category:Jogesh Chandra Chaudhuri Law College alumni|Category:Living people|Category:Lok Sabha members from West Bengal|Category:Mamata Banerjee|Category:Members of the Cabinet of India|Category:Pages including recorded pronunciations|Category:Pages using the Phonos extension|Category:Pages with Bengali IPA|Category:Painters from West Bengal|Category:Politicians from Kolkata|Category:Railway ministers of India|Category:Short description is different from Wikidata|Category:Shri Shikshayatan College alumni|Category:Trinamool Congress politicians from West Bengal|Category:University of Calcutta alumni|Category:Use Indian English from February 2025|Category:Use dmy dates from February 2025|Category:West Bengal MLAs 2011–2016|Category:West Bengal MLAs 2016–2021|Category:West Bengal MLAs 2021–2026|Category:Wikipedia articles needing factual verification from November 2021|Category:Wikipedia temporarily semi-protected biographies of living people|Category:Women artists from West Bengal|Category:Women chief ministers of Indian states|Category:Women members of the Cabinet of India|Category:Women members of the Lok Sabha|Category:Women members of the West Bengal Legislative Assembly,Mamata Banerjee,ja,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%A0%E3%82%BF%E3%83%BC%E3%83%BB%E3%83%90%E3%83%8A%E3%83%AB%E3%82%B8%E3%83%BC
15,ジャヤー・バッチャン（Jaya Bachchan、ヒンディー語：जया बच्चन、旧姓：バドゥリ Bhaduri、1948年4月9日 - ）は、インドの映画女優、政治家である。夫は俳優のアミターブ・バッチャン。政治家としてはサマジワディ党に属し、特に2004年から4期にわたってラージヤ・サバー（連邦議会の上院）の議員を務めている。女優としては特に、主流の映画と「中庸」の映画の両方で、自然なスタイルの演技に力を入れてきたことで知られている。キャリアの間に、3度の主演女優賞と3度の助演女優賞を含む9度のフィルムフェア賞を受賞し、2007年にはフィルムフェア賞 生涯功労賞を受賞した。1992年、インド政府からパドマ・シュリー勲章を授与された。,"Category:1948 births|Category:20th-century Bengalis|Category:20th-century Indian actresses|Category:21st-century Bengalis|Category:21st-century Indian actresses|Category:21st-century Indian politicians|Category:21st-century Indian women politicians|Category:Actresses from Kolkata|Category:Actresses in Bengali cinema|Category:Actresses in Hindi cinema|Category:All Wikipedia articles written in Indian English|Category:All articles with unsourced statements|Category:Articles with short description|Category:Articles with unsourced statements from October 2024|Category:Bachchan family|Category:Commons category link from Wikidata|Category:Filmfare Awards winners|Category:Filmfare Lifetime Achievement Award winners|Category:Indian actor-politicians|Category:Indian film actresses|Category:Indian politicians disqualified from office|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Loreto College, Kolkata alumni|Category:Members of the National Cadet Corps (India)|Category:Politicians from Kolkata|Category:Rajya Sabha members from Uttar Pradesh|Category:Recipients of the Padma Shri in arts|Category:Samajwadi Party politicians|Category:Short description is different from Wikidata|Category:University of Calcutta alumni|Category:Use Indian English from October 2020|Category:Use dmy dates from August 2024|Category:Wikipedia articles needing clarification from December 2012|Category:Women in Uttar Pradesh politics|Category:Women members of the Rajya Sabha|Category:Zee Cine Awards winners",Jaya Bachchan,ja,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%A4%E3%83%BC%E3%83%BB%E3%83%90%E3%83%83%E3%83%81%E3%83%A3%E3%83%B3
16,アヌシュカ・シャルマ（Anushka Sharma、ヒンディー語: अनुष्का शर्मा、カンナダ語: ಅನುಷ್ಕಾ ಶರ್ಮಾ、1988年5月1日 - ）は、インド・カルナータカ州ベンガルール出身の女優、モデル。,"Category:1988 births|Category:21st-century Indian actresses|Category:Actresses from Bengaluru|Category:Actresses from Mumbai|Category:Actresses from Uttar Pradesh|Category:Actresses in Hindi cinema|Category:All Wikipedia articles written in Indian English|Category:All articles with unsourced statements|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from April 2023|Category:Articles with unsourced statements from October 2024|Category:Articles with unsourced statements from September 2022|Category:Bangalore University alumni|Category:Biography with signature|Category:Bollywood Hungama person template using non-numeric ID|Category:CS1 errors: generic name|Category:CS1 maint: numeric names: authors list|Category:Female models from Uttar Pradesh|Category:Filmfare Awards winners|Category:Garhwali people|Category:Good articles|Category:Indian Hindus|Category:Indian film actresses|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Mount Carmel College, Bangalore alumni|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages with Hindustani IPA|Category:People from Ayodhya|Category:Short description is different from Wikidata|Category:Use Indian English from June 2021|Category:Use dmy dates from March 2022|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Zee Cine Awards winners",Anushka Sharma,ja,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%8C%E3%82%B7%E3%83%A5%E3%82%AB%E3%83%BB%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%9E
17,ラーニー・ムカルジー（ベンガル語: রাণী মুখার্জী、ヒンディー語: रानी मुखर्जी、英語: Rani Mukerji、1978年3月21日 - ）は、インドの女優。姓は ムカジー、ムケルジー などとも表記される。主にインド映画、なかでもボリウッド映画で活動している。,Category:1978 births|Category:20th-century Indian actors|Category:20th-century Indian politicians|Category:20th-century Indian women|Category:21st-century Indian actresses|Category:21st-century Indian politicians|Category:Actresses from Kolkata|Category:Actresses in Bengali cinema|Category:Actresses in Hindi cinema|Category:Actresses in Tamil cinema|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Bengali Hindus|Category:Bengali actresses|Category:Biography with signature|Category:Bollywood Hungama person template using numeric ID|Category:Featured articles|Category:Filmfare Awards winners|Category:Indian Hindus|Category:Indian film actresses|Category:Indian voice actresses|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Pages containing links to subscription-only content|Category:Pages with Hindustani IPA|Category:SNDT Women's University alumni|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:Subscription required using via|Category:Use Indian English from November 2023|Category:Use dmy dates from November 2023|Category:Wikipedia indefinitely semi-protected pages|Category:Zee Cine Awards winners,Rani Mukerji,ja,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%BC%E3%83%8B%E3%83%BC%E3%83%BB%E3%83%A0%E3%82%AB%E3%83%AB%E3%82%B8%E3%83%BC
18,ロナウド（Ronaldo）こと、ロナウド・ルイス・ナザーリオ・デ・リマ（Ronaldo Luís Nazário de Lima、ブラジルポルトガル語発音: [ʁoˈnawdu ˈlwis nɐˈzaɾju dʒi ˈɫĩmɐ]; 1976年9月22日 - ）は、ブラジルの実業家、元サッカー選手。現役時代のポジションはフォワード。元ブラジル代表。サッカー史上最高の選手の1人であるとみなされており、ブラジル代表の一員として4度FIFAワールドカップ（1994年アメリカ大会（出場機会なし）、1998年フランス大会、2002年日韓大会、2006年ドイツ大会）に出場。MVPに選ばれたフランス大会では準優勝、得点王になった日韓大会では優勝に貢献した。元W杯通算歴代最多得点記録保持者（15得点）。ブラジル代表通算62得点は79得点のネイマール、77得点のペレに次ぐ第3位。FIFA最優秀選手賞を3度、バロンドールを2度受賞するなどの成功を収めた。貧しい暮らしの中で育ったロナウドは、2000年から国連開発計画（UNDP）の親善大使を務める。レアル・マドリード時代のチームメイトであり同じくUNDP親善大使であるジネディーヌ・ジダンとともに、貧困撲滅キャンペーンへの協力とチャリティマッチを開催している。この経緯から公共広告機構（現：ACジャパン）のCMに出演をした。自身の引退後、同じ「ロナウド」であるクリスティアーノ・ロナウドの知名度が上昇したため、区別をつけるために報道では「ロナウド・ナザリオ」と呼称されることも増えた。,Category:All articles with unsourced statements|Category:All set index articles|Category:Articles with short description|Category:Articles with unsourced statements from March 2022|Category:Given names|Category:Italian masculine given names|Category:Masculine given names|Category:Portuguese masculine given names|Category:Short description is different from Wikidata|Category:Spanish masculine given names|Category:Wikipedia indefinitely semi-protected pages,Ronaldo,ja,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%8A%E3%82%A6%E3%83%89
19,"ジャッキー・シュロフ (英語: Jackie Shroff, ヒンディー語: जैकी श्रॉफ、1957年2月1日 - ）はインドの映画俳優。実名はジャイキシャン・カークバーイー・シュロフ（英語: Jaikishen Kakubhai Shroff）。アジア映画アカデミーの国際映画テレビクラブの終身会員である。2017年、Invertis大学の名誉博士号を取得した。",Category:1957 births|Category:20th-century Indian male actors|Category:21st-century Indian male actors|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Bollywood Hungama person template using Wikidata property P7923|Category:CS1 Hindi-language sources (hi)|Category:Commons category link from Wikidata|Category:Film producers from Mumbai|Category:Filmfare Awards winners|Category:Gujarati actors|Category:Indian male film actors|Category:Indian male models|Category:Indian people of Turkmen descent|Category:Living people|Category:Male actors from Mumbai|Category:Male actors in Bengali cinema|Category:Male actors in Bhojpuri cinema|Category:Male actors in Gujarati-language films|Category:Male actors in Hindi cinema|Category:Male actors in Kannada cinema|Category:Male actors in Malayalam cinema|Category:Male actors in Marathi cinema|Category:Male actors in Odia cinema|Category:Male actors in Punjabi cinema|Category:Male actors in Tamil cinema|Category:Male actors in Telugu cinema|Category:People named in the Pandora Papers|Category:Short description is different from Wikidata|Category:Use Indian English from August 2024|Category:Use dmy dates from August 2024|Category:Webarchive template wayback links,Jackie Shroff,ja,https://ja.wikipedia.org/wiki/%E3%82%B8%E3%83%A3%E3%83%83%E3%82%AD%E3%83%BC%E3%83%BB%E3%82%B7%E3%83%A5%E3%83%AD%E3%83%95
20,"トム・ホランド（Tom Holland）、本名トーマス・スタンリー・ホランド（Thomas Stanley Holland, 1996年6月1日 - ）は、イギリスの俳優。身長168cm。日本では「トムホ」「ネタバレ王子」の愛称で親しまれている。俳優の他にも短編映画「Tweet」（2015年）を監督し、コンピューター・アニメーションの声優も務めている。また、ホランドは両親が設立した慈善団体「ブラザーズ・トラスト」の支援もしている。",Category:1996 births|Category:21st-century English male actors|Category:Actors educated at the BRIT School|Category:Actors from the Royal Borough of Kingston upon Thames|Category:Actors with dyslexia|Category:Articles with hCards|Category:Articles with short description|Category:BAFTA Rising Star Award winners|Category:Biography with signature|Category:CS1 errors: generic name|Category:Commons category link is on Wikidata|Category:English actors with disabilities|Category:English male child actors|Category:English male film actors|Category:English male musical theatre actors|Category:English male stage actors|Category:English male television actors|Category:English male voice actors|Category:English people of Irish descent|Category:English people of Manx descent|Category:Featured articles|Category:Living people|Category:Male actors from London|Category:People educated at Wimbledon College|Category:People from Kingston upon Thames|Category:Short description matches Wikidata|Category:Use British English from July 2021|Category:Use dmy dates from June 2023|Category:Wikipedia pages semi-protected against vandalism,Tom Holland,ja,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%A0%E3%83%BB%E3%83%9B%E3%83%A9%E3%83%B3%E3%83%89_(%E4%BF%B3%E5%84%AA)
